-
1849811,16869018645
1418450,13925751297
499901,12315830123
318776,8415694187
105842,7972000369
261038,2819641978
365850,3966847442
1336462,16478692491
7299849,3449502977
661914,8017514621
1049508,730868603
4499373,24988677861
209376,4965498161
1117258,8435076537
2076875,4562608206
630104,8756749409
672805,6382811645
990731,4773769729
924344,3211191066
921765,3039144788
1072109,4212326962
1479905,4231839749
1453613,2192838731
1994901,816246137
2086235,4877868501
1060301,20207478395
1526889,17636288357
2199881,13874407761
1384355,13314652109
417242,11000570390
345411,7990879269
153705,8335430829
200241,3477410245
214010,5426550594
1460245,21011671748
9080280,8358612049
455544,8256966308
4430561,3613688994
525689,5090975061
186506,4752055869
2196979,15728275382
2580560,5183239134
701144,8032418349
630531,4581454485
882469,3495914705
797305,4691229586
964185,3178580219
947474,4237800229
1543914,3784024769
1619052,3895657381
1986650,789802426
2115995,1025516394
1510746,15371033766
1011306,25326180077
1665347,14119120961
1977813,18784574644
779980,15582722242
483570,9290845730
304472,10322973451
243486,7743931542
259189,3289143945
442790,5525939075
1327625,20603665539
6687389,4811454266
971845,8835618988
5295956,3629762261
562365,8757964235
374106,3774252500
3762422,11738508334
2586491,15539068347
735986,5789235225
633008,6180388509
927649,4534399849
839732,4363302986
970266,2434364622
1042409,2934061581
1618590,3475918689
1361366,2823839985
2193229,1022178654
2291012,4633208889
1104094,17111138264
1053749,19523370678
1713585,14330836545
1578377,10343138769
577860,11350051490
378314,7172186003
158482,7418090761
279153,2416922949
327225,2647190529
911738,10699708194
4842409,13767271770
2293179,4665304217
829048,2609440378
5047033,6138769845
86725,9118860681
807521,5339712597
2430001,3864881762
1523021,12478264706
675641,4896863366
637721,5025107389
953240,4244164425
962254,2241867150
860286,2191345125
1005717,3633513722
1514057,4044263054
1362018,1698603357
2090094,232262381
2114617,1479145729
1372146,11928188219
985907,23497245630
1649294,16695427181
2083666,9304272201
809289,13097394821
466592,7798141242
265829,7133291030
274790,4903069154
282077,1704194389
504600,4665754841
2282192,16796331339
5500137,3061883606
575914,9010596062
3651881,4040901906
606493,6173946341
633986,8767573874
2259656,7985369649
1955492,5374795702
831059,5089489949
653219,4166934152
768130,3989319825
897410,3013303597
1057901,2772090185
1017348,3504797150
1704914,3568819376
1446011,1613290262
2230569,918473129
2053429,5345758235
1064521,18649958724
1247861,17281596331
2197300,14170109454
1433747,11328173524
467865,10338642914
260545,6544485292
130666,6321660674
298790,1950697121
491265,3689439749
1616810,17815585770
5098828,2629040305
720782,4513017230
3444012,1701615505
2097971,9187050843
467321,1633703720
1641222,10964768994
2703169,6593583581
789926,7997622603
559899,3777662181
897921,3656393441
942500,3233883838
946052,1786830659
919062,1417004443
1123750,1174530059
1327610,1297336393
2554276,752896154
2363006,3709368341
1353636,16882168669
868914,20152459958
2177669,19203853769
1512430,10454553782
708235,6332277674
248469,3765541722
188726,1714939409
271702,3061976803
341914,14263435690
6192961,16276308873
1969369,2365820814
943629,1902405278
1639117,8539590281
1129641,8307980894
903221,2177487738
2362442,1077104520
694136,1067293003
943018,1709669978
985718,588341506
946052,212860474
872901,2292227405
572233,690849113
678220,1553091034
968099,2253125411
1038633,1092421035
938637,628174545
2859709,5845672308
3202025,29394050297
1371500,15860349707
589301,12268984936
241361,6658865226
151109,7602436997
207986,17062341939
596838,36354749602
2332940,48518723525
1766013,19548198475
2139129,18103044445
3872809,10790133777
1367414,17034189910
6293874,4210849890
686861,2237653965
875001,1163921324
1742682,16413914937
726654,328535598
676998,302152794
1021769,4763453987
1117889,1551482291
1865059,9061487253
3552914,16440240885
3494690,10320082626
820050,6288756837
562902,713397970
209082,170868556
176750,3479995965
140994,5016252745
894869,21327217949
3106130,25026533036
4795126,3729877700
807832,3340474712
5101067,6557480102
2118206,30286142609
2278682,15515605409
734834,5769368904
709642,14915523158
1098468,15953367209
1390021,10052236970
1301915,7445656635
2062065,9274069965
1478149,3237343832
1680201,5042719721
1727435,14905612404
1928669,27689270706
3106883,18515018717
2047738,24198632266
467893,15759186026
385257,6931152227
113969,3680387405
69450,2821263210
180154,3892803097
1389473,22699074611
6353445,17820725606
1076654,7896228408
4332082,4319222801
928474,11932175893
399648,3303202754
1802190,30045986454
2533579,23062842226
610945,8332393850
580019,7125656585
829309,6256491501
948841,5213168441
1013595,3055989662
1126025,2078307246
-
1018400,221295853
1012676,578602010
1097249,357111669
1120333,237567734
1125806,43560353
1048305,350603697
1100282,394072691
896237,491893709
917918,334332131
901950,259121725
939845,38855176
971593,796686290
934805,1909305828
1228398,773432409
786938,1144878674
1407861,966304043
1197129,1392818570
1027569,1216460160
1166219,1483410360
1220729,276973381
1133134,432522273
1555530,304506222
1996874,457465134
2074164,458475898
1720954,7396380774
2442604,15322835117
2392865,34192987602
2352350,32934375185
1882238,27378818795
1618419,71435482369
1044338,68150305185
116586,38472269046
238818,17687577321
520949,2758583953
904629,3893343211
25125,27191824601
318458,58374816920
14319764,18302373843
155865,3952333228
408002,16511443886
2991142,15343327259
385065,7217755678
1036121,12734458130
1175126,13894654245
890733,6868757888
1164041,6026544933
2095022,3509289802
2682842,2304577989
2531142,1717729484
1717394,14682005336
2741637,37413203513
2412917,41227676753
1652426,9967674721
2650301,50879430318
882665,42035505173
408173,24942664185
415025,8137073306
493181,2575154374
606350,14211767563
196925,64714429098
17509822,101289849854
21698,3709149939
30683,6265834954
3950366,28503254226
1308141,1981444630
869182,8976856574
1078729,25550323638
1166533,8536576844
1217002,3742164939
1326542,4280438889
1948497,689196994
1845914,2312746625
2636661,387448454
1217662,7295956627
1539494,14240517534
2249387,30363114706
2018698,25753349061
889202,14942160270
1547321,25932668625
548403,29797703609
211833,24521778221
430574,12208310200
487992,6143288379
429461,1781876486
798669,1135746421
795029,3491189336
2360413,11829050894
1843835,28410146474
6131142,24271249210
106502,8277583652
357836,13357219574
2258501,13342359634
1299974,10172415933
1362302,6634999957
1307153,8648016769
1448850,6876730456
1472003,852269699
995726,3532747176
955499,1836354110
689934,1245637841
2759129,18796117953
4722540,20609025729
2948881,8830076678
1801634,1550517593
2334285,24124368126
954954,30662961428
1841273,54022957042
4144270,76104311586
2076618,68165051625
450994,108751835881
1753925,86760453075
629013,63212904573
508832,13647164259
927827,8646279053
4085289,12888718589
286820,25045808789
5616644,17441752354
1568497,30608496214
204500,27284139062
326347,35178120757
1640449,24869422961
1047674,7556019347
1045853,8132917594
1713617,7591186978
929819,2304051110
1114587,10785961809
1727993,11641627782
3017484,37952425221
2804561,31658225501
2025077,23874210309
1525937,3503570420
2080539,15305350475
1105170,31638048888
1592474,13013021522
3439585,75195786555
3023441,68845448893
1613989,99210611301
442493,180970968766
1925750,85179250210
553437,13664427929
1086809,8961439474
1073393,15300188680
1025225,49698068371
1526433,42329529941
1729958,34428908027
697745,22233521834
898019,12885028196
876868,16825024355
1090514,8881523448
2148827,9276835113
1150542,15846316241
962051,6966597452
862033,2065534379
859995,1375937169
731381,548972825
805165,3143513418
2514923,13794724049
4772926,24505678986
3288314,10439082206
1523889,2864331835
1908297,11220329357
1950957,18185218006
895451,14111190245
1761581,6178180341
2107675,40108643811
1861541,51969103677
681610,52935499050
953214,46860684666
345942,41410948446
35934,22018746038
131680,6859389827
228395,1472999486
246006,2789887054
599544,7110433574
2400833,6189920441
5533803,1091597301
1689289,9996581246
353126,6111959438
1282374,20270979945
2950715,9199215646
538755,6237732709
702256,7116580706
930898,6889626074
1170758,7238917853
1242277,12501781924
892569,8077206349
883985,8314959926
962386,7922782390
1019189,3288424357
907185,1751053125
972602,512297482
1186915,673392986
1695601,1358435955
1221908,2159695660
993076,4005173974
6007049,15396066987
3619334,16193485273
2453597,2919667284
1617138,3539185994
1973459,17429897858
1145339,24289305908
2614739,11697066906
1815902,22927135190
2445821,84921148933
1924998,85150441442
660977,56637833566
588506,57240411997
290117,45258678101
218390,21474346192
370969,6451054726
375921,2199656106
471848,1385563325
418538,2524993618
1020254,2416657193
1557885,2199201605
3132462,1199247821
2362226,1669071785
2881064,15779666034
1778441,17280035937
525593,15887868125
515449,15107348169
1157464,38586096021
1402757,25245493206
596273,9455700626
1142029,12136995540
591534,16770192685
547950,7167227048
1041278,5876771877
2060406,8355118355
655713,5023426814
1011779,5701165913
1126449,4231592138
1271736,1260318293
1171125,587035069
985386,1003948130
810262,3022132790
677147,4062336290
790211,4045910333
1980468,3442538981
4207326,13401855022
3844721,20989824185
2361638,5095830401
1348485,1413416196
1866206,17509079914
1095858,22247791906
1593034,7413307290
1757377,15882910605
2813966,62785440467
1631066,39557130358
635688,57841825275
723989,52331940072
365945,21186278410
136882,11442151026
197005,4288436894
231397,3097080062
469782,6520043171
-
863796,5771256908
905474,3838482379
1224094,5307769851
1881496,4323049625
1594458,2388655818
2979341,2255080275
1733972,13134244869
1136366,31545328046
1777769,15871948568
2897665,9270622035
1007910,12775046129
302205,12211178433
161342,13202004486
160675,6941775889
237569,3316976710
335310,8363946202
7340506,11133634150
4050650,6169176269
2484945,3091986145
2688274,9301578884
417710,2636934690
1740430,27370441229
2609691,12544904453
572870,13398481249
538373,6788148114
655602,10680107514
858605,8522290810
940790,4877764569
1131706,4463649131
1562291,3495226274
1367582,2326661322
3006074,2694097760
2290913,16967276536
1234893,37291397992
1694610,15188244097
1721121,18846575294
787739,32004178856
560850,17229420413
196902,14576692946
186089,11255253978
307865,6518719956
844754,13245465289
7148456,4493671732
1182611,7627098342
4234761,7689476329
722354,1880269409
677582,3349863418
4547457,17739420651
1178789,9406330885
813185,8330836969
594356,6314638211
764386,8970858753
978265,5054351796
1093601,4831822302
1309297,1746877112
1496606,1091387022
1391634,401815467
2719445,6398229106
1529315,20490904621
1123909,41333754066
1933509,15165423586
2113073,11126014104
755408,28815777014
531590,15005235429
364077,16376762203
338642,9961659078
476811,2835338229
972176,6592732950
2725569,11553336394
2726238,1340153101
695880,924258377
5436989,4777490205
105869,6090370957
370317,8706084609
5459094,7538608432
934346,3816647709
800056,3867585278
938190,1838712899
1208547,852817406
1210109,1373929046
1124741,5173320857
2862243,12283954633
2084035,40237073534
1162441,33243611481
852984,19519604733
485926,7350125990
227582,331727310
175846,8220055124
829876,15873048502
1194506,15768451778
1976904,5420535650
1335500,9846875012
1263054,6433087625
1680986,4297633406
2990377,12487340243
587001,1776553437
3224073,24822674
1013229,5248344317
278798,5260685561
2036822,12100033604
775485,5166421721
1058641,4716348062
692969,1805665896
1010941,640253009
1144421,258368563
1310115,403802721
2398593,2193904448
2572290,10084912509
1657621,19271463769
334131,8389496352
857333,4804079541
1301394,3688086278
378118,652305227
271997,6078648341
275653,12269050921
1059611,20933724728
1995531,26965457869
1562627,9379631165
1980666,1633261174
1873942,2056304038
1888262,7567505633
2397262,132527481
992758,5377972883
625657,496186226
1724661,4811970011
756482,1478863901
749150,832960329
1070251,406937157
948640,1109688355
1893560,627557201
2089850,6406871825
1970042,17251664966
950998,13417022360
532125,4817661818
306068,2088114166
86621,3827528987
188418,8437613990
614078,24946070329
2105940,34327411256
2970003,26729492397
3170660,8935454994
793770,8398619605
1485090,8094983985
2859737,1790174637
655011,1551637466
416629,624955995
1262971,1490175923
951450,1690615109
1217501,9398353653
1418021,1045649069
1691784,7110619460
2156845,24306808561
805794,9074052725
759810,2643408323
343785,262439033
119187,7284501545
366212,15390885260
2723598,29986394157
1455179,18020956946
1523674,5299943778
3573606,2608421
612420,1728621214
1430819,1463093033
4857137,144777254
558142,13396805432
760054,883228481
2298296,6506861322
593802,4263023774
616820,3264893994
1152822,696580491
1113701,719504554
2651102,4261725443
2680562,13328911398
1462142,10366926941
832277,2569709842
551178,948635099
214413,4440614090
175522,9326405834
810201,16121432787
1549250,18218367825
712484,8839140797
1535433,6383090126
1587458,4592054747
2713613,452773485
1567269,4289783833
1003579,3401982800
1726052,7239493206
3986533,3274114561
482915,5589084597
598986,1949425982
1119179,2157375769
808137,2528010561
957501,1281833234
1183928,2715073918
1559267,3726818121
2091944,2537920250
1943851,11393102882
3092009,11112320933
3547422,7118570969
750371,5101983754
652850,2408079617
147801,4233039489
366445,3299002386
769246,5296964610
1050675,23583036276
5274914,19935291857
1212634,1338817545
1665011,556416485
4275248,7769164334
240754,13228754081
958082,6258079358
2868046,2482456638
938461,29477841491
697129,9331639945
1031617,8178758325
1062029,10348167038
1030419,6858594906
915155,4513293914
931869,5913406053
996334,4290988691
834579,4719172477
1519229,5387181021
2786406,5128833513
1955565,9256109058
1549379,17518953898
2090904,43240715545
1278933,14415115787
1300985,8748003942
575129,2676608581
440270,1248310546
459238,628285178
471350,1420560821
998402,3449256163
866426,3789941894
1163905,6250073818
1752021,1821439850
1681558,446743892
1133909,2435171624
1260293,3071639530
4348395,6436219090
668949,9808235630
794570,2666310515
2026536,2190482552
1463882,8739092133
713933,12409513365
777266,3775057086
1380893,1168578086
1002105,1240199421
789517,1871539816
673009,3840673795
937949,3383781745
733425,2626607850
771126,1982685520
1245501,418687465
706590,358786422
871381,455343171
-
840069,6971411561
920142,5955760739
1192251,6721327268
1546777,4488137790
1589898,5137365338
2395641,1840054883
2096761,11326081737
1578254,28611590969
1885517,16068235010
2282994,11886377123
1040289,14080895577
222081,9440539778
104984,11309421584
101540,5587943336
231677,4166091043
605085,13590410886
8313510,16934464869
2148195,10455089093
4600650,6127510915
466389,3860167467
508889,7331990822
5542547,29436662514
931299,8748196411
544533,9592509217
537056,8002013858
832574,5332869533
793955,5104978211
1083985,4893344682
1526681,5591012558
1734771,2812833876
1763145,763663980
2560148,5022907966
1475082,19976848990
1476926,20378330541
2629990,14589134964
1432274,17236062116
223884,11134281154
135174,9856391888
85346,9641388939
215601,5513627114
531105,8264917325
7909182,23527157890
2646142,8420572737
2945097,2112201530
983081,5544172002
424009,4701403579
2221442,42096504322
1894337,4686038489
616901,12635632451
568094,9105340403
725818,7714082725
803594,7826712409
1150553,5518908597
1500168,3931371637
1652226,2764449931
2486213,666916869
2535003,5023000187
1438778,21330601288
1388418,17722579325
2019874,16924057131
1818054,10724860256
283562,10520957939
178450,10015191813
72058,10265563069
235274,4462125593
512513,7841334120
8361003,28208788161
2367550,10838701739
1354563,1682145594
2577723,4811444614
206856,1929123539
1678350,33345578379
2648531,3687846985
611666,10166102249
599057,8553064493
706482,6974507937
841894,7828828841
1222498,6878981900
1434334,3952731269
1502875,5891867128
1914014,1715384779
2659652,4458095162
1533265,18962852102
1336346,19523781416
2150574,15815474834
1728769,23862941694
322469,9401176553
227412,6451444899
80321,10334942532
220573,5777946514
335849,5952329945
3916725,17428092150
3174590,5708531365
346904,5701447581
8349374,2521772521
648297,13141858445
169057,3760912042
1689056,33375873677
3143972,18836546197
522666,26312844854
971750,5424084978
1082198,14472205541
874710,8618878001
1338210,7395839920
951669,9372549141
1372058,10096730186
1447850,7747914059
2575186,14748601310
1530713,25962607881
2487390,25202080709
1900459,32450288140
727169,6274320827
644101,6815806450
221736,3790232381
227444,1605115573
313745,737773450
711206,4500779029
2018637,9829926266
2575166,4386454325
2106710,3015911457
2780754,2078907165
4584113,13449975988
77301,10121138213
1015837,30149365713
3577962,23241538398
588035,11131601659
657676,4641975726
895253,2271081886
1013129,3054566481
989021,7466337210
924473,9317026413
861049,4153508649
1195267,7076058869
1560666,8391924169
3393101,2380596635
2530739,503302914
2084585,10993559225
1514309,19312759710
1394469,19909462946
1393685,10278550139
1551060,8114710220
1089093,4887956427
795043,13791681172
384510,6668618221
184793,7230549466
126926,7421137450
270370,4835155925
397854,2704764664
654834,4774704410
3813272,5120453954
3546068,1311345301
684571,4625466614
4043029,2218619309
2044305,22698616785
231691,1938583354
897680,21905419622
4238084,3633743018
548601,8760160963
665074,9339125534
852854,4915327341
712782,4181531386
932814,3706486794
1103284,4841367249
1544569,2839165474
1453293,2562437045
2808978,2045369074
2116765,12135134161
1399971,35728353350
1627881,18927117657
2244404,16730559005
1450694,16860643700
467085,13194702395
269667,11803250561
38450,11823404934
134694,4600609635
447598,11402620986
7843896,16032431142
3366828,6734997422
1172426,11834560821
4135106,7398657499
800642,4853957396
3466403,13189605822
1029869,7886575093
429777,19079886841
666611,7485333890
684066,11512096552
1169235,8050659464
1196841,5265811485
1825556,2176261757
1358541,1449309498
1359322,1161468234
1826196,2261510997
1504002,8455249061
1225829,30400053811
1952874,31555129275
1944470,10890303814
1329973,17777907209
772985,18133897460
531649,16175692910
383449,10895394141
270864,5751781557
182649,3194664738
650522,7561856100
7803795,6022033601
1648865,11006850190
502752,7350938270
7602837,8387841299
98553,3830112206
718322,5637272723
5481110,22420890678
601498,8560850376
611507,9980911181
547166,3673373760
916971,5883021909
1002126,4097833318
1094753,2271704606
1121726,3525322235
1248506,5419027059
2271878,3955766350
2870934,16008119105
1911081,25321997859
2452697,6423447978
2048898,21994004666
1071041,21264429587
443074,21626898909
686427,5764523179
712881,2643178181
776475,7409728485
524358,5117559876
508237,5642706349
796298,8187162420
924101,10511564421
1309157,8358835515
1776662,14875383781
1587221,11312011020
1180836,16921635118
3495678,15602880261
1115477,19200147182
548576,5968535349
2149740,10135638083
1525766,17030647860
772756,32427178704
887794,27180851717
1294197,17677242473
1282629,29354256597
1022597,25154468264
947851,26815390145
1110362,30219973766
1137650,24979281630
945606,19116315626
772329,22342654093
803401,8093086469
1009830,8020789866
1192219,9489289905
1011857,9224395658
746765,6460505801
-
919381,3836291
928317,4338626
924854,3508721
928086,3014010
927761,4044789
925475,4398406
931570,3728382
929478,3367505
929577,3877344
925918,4677725
929406,3653962
925378,3598025
927833,4119331
925549,3903269
931496,3371226
925574,3672445
929651,3985131
927390,4067237
929406,4041190
925819,4000259
929307,4089441
927561,3951764
927761,3672445
927561,4119331
927561,3951764
927660,3382389
929651,4487832
923906,5291934
927390,3222386
929406,3728382
925475,4923433
